	Kingdom	Phylum	Class	Order	Family	Genus
ASV1464	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales UF	Woesearchaeales UG
ASV1450	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmata UO	Thermoplasmata UF	Thermoplasmata UG
ASV18	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmata UO	Thermoplasmata UF	Thermoplasmata UG
ASV2716	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmata UO	Thermoplasmata UF	Thermoplasmata UG
ASV1118	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV1484	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV1517	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV2084	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV275	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV595	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV609	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV949	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV1545	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cenarchaeum
ASV899	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cenarchaeum
ASV2088	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilaceae UG
ASV2041	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrosocosmicus
ASV685	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae UG
ASV1101	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
ASV1176	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter
ASV1894	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter
ASV2427	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter
ASV1179	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae UG
ASV1457	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae UG
ASV1755	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae UG
ASV2010	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae UG
ASV1193	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina
ASV253	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina
ASV1263	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV1594	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV1827	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV1869	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV1903	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV2145	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV2184	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV2300	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV2415	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV470	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV708	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinales UF	Actinomarinales UG
ASV1140	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV1817	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV2075	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV2199	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV607	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV965	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV2263	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacteraceae UG
ASV1207	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV1528	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV1890	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV2655	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV2780	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV644	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV700	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV915	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV976	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae UG
ASV1361	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV1019	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV2192	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV2537	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
ASV2576	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	Pedococcus-Phycicoccus
ASV1496	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
ASV1785	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
ASV1783	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola
ASV1076	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
ASV1153	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
ASV2074	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
ASV1353	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Lawsonella
ASV2796	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
ASV930	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
ASV2204	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV287	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV2821	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasmataceae UG
ASV2579	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillaceae UG
ASV602	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillaceae UG
ASV799	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillaceae UG
ASV1489	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV306	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus
ASV844	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
ASV2278	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea
ASV2437	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea
ASV453	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Weizmannia
ASV546	Bacteria	Bacillota	Bacilli	Bacillales	Bacillales UF	Bacillales UG
ASV1901	Bacteria	Bacillota	Bacilli	Bacillales	Marinococcaceae	Marinococcus
ASV2764	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Domibacillus
ASV1198	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus
ASV2701	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus
ASV89	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
ASV1898	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV2270	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV2669	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma
ASV2673	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus
ASV1825	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV2517	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV2670	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV1975	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillales	Lactobacillales
ASV1700	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV2099	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV2487	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV276	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1433	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus Bacilloplasma
ASV1592	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus Bacilloplasma
ASV1516	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Malacoplasma
ASV349	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Malacoplasma
ASV794	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Malacoplasma
ASV1069	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV1872	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV2522	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV366	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasmataceae UG
ASV2120	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Mammaliicoccus
ASV178	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV2169	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV91	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV1035	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus
ASV657	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus
ASV1039	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae UG
ASV1336	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae UG
ASV1589	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae UG
ASV2266	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae UG
ASV2355	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae UG
ASV2729	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae UG
ASV1452	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
ASV2081	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
ASV2195	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
ASV2502	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
ASV259	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
ASV2809	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
ASV962	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
ASV1618	Bacteria	Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea
ASV550	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum
ASV1151	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV1194	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV1849	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV2738	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV344	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV382	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV450	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV501	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV1411	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Natranaerovirga
ASV1287	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
ASV2091	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
ASV615	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
ASV1247	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Wukongibacter
ASV1318	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
ASV2138	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
ASV2206	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paeniclostridium
ASV1823	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium
ASV2486	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium
ASV1165	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia
ASV125	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia
ASV1418	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia
ASV258	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia
ASV2798	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia
ASV1780	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Tepidibacter
ASV2663	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Tepidibacter
ASV407	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter
ASV874	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter
ASV2684	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales (UF)	Finegoldia
ASV2783	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Anaeromicrobium
ASV1055	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV1057	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV1216	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV1371	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV1442	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV146	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV1532	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV1564	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV1886	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2021	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2058	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2105	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2146	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2158	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2273	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2492	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2510	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2691	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2718	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2787	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV2816	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV310	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV339	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV503	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV75	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV789	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV862	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV881	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV988	Bacteria	Unclassified Bacteria	Unclassified Bacteria	unclassified	unclassified	unclassified
ASV791	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidaceae UG
ASV1396	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UF	Bacteroidales UG
ASV152	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UF	Bacteroidales UG
ASV1976	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UF	Bacteroidales UG
ASV2197	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UF	Bacteroidales UG
ASV2348	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UF	Bacteroidales UG
ASV401	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UF	Bacteroidales UG
ASV901	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UF	Bacteroidales UG
ASV1690	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilaceae
ASV1949	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilaceae
ASV446	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilaceae
ASV2386	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
ASV1092	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
ASV1277	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
ASV183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
ASV738	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
ASV2645	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga
ASV1261	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis
ASV2622	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis
ASV388	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis
ASV983	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis
ASV1668	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
ASV2265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
ASV2745	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Maribellus
ASV1363	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Puteibacter
ASV218	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Puteibacter
ASV2678	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Puteibacter
ASV419	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Puteibacter
ASV611	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Puteibacter
ASV935	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Puteibacter
ASV1956	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus
ASV1449	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides
ASV307	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides
ASV1027	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV1109	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV1258	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV1307	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV1375	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV1526	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV1635	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV1806	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV2124	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV2201	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV2416	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV2524	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV2586	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV2782	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV568	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia UO	Bacteroidia UF	Bacteroidia UG
ASV2063	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae UG
ASV2443	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae UG
ASV1147	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV1441	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV1466	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV1745	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV1939	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV1982	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV2047	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV2054	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV2240	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV2336	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV2788	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV2799	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV790	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales UF	Chitinophagales UG
ASV1880	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
ASV2551	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
ASV497	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
ASV667	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
ASV1189	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Flavilitoribacter
ASV1848	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Flavilitoribacter
ASV1931	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Flavilitoribacter
