	Kingdom	Phylum	Class	Order	Family	Genus
ASV894	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera
ASV1	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
ASV1534	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
ASV168	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
ASV1850	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
ASV516	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
ASV1360	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacteriaceae UG
ASV126	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV575	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV1167	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
ASV1276	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
ASV14	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
ASV1468	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
ASV177	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
ASV34	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
ASV57	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
ASV97	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
ASV1172	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter
ASV155	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter
ASV1518	Bacteria	Marinimicrobia 	Marinimicrobia UC	Marinimicrobia UO	Marinimicrobia UF	Marinimicrobia UG
ASV1953	Bacteria	Myxococcota	Myxococcota UC	Myxococcota UO	Myxococcota UF	Myxococcota UG
ASV1989	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Haliangiaceae
ASV308	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Haliangiaceae
ASV601	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Haliangiaceae
ASV745	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Haliangiaceae
ASV2672	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Haliangium
ASV1820	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystaceae UG
ASV1958	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystaceae UG
ASV2059	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystaceae UG
ASV2552	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystaceae UG
ASV809	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystaceae UG
ASV2254	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystis
ASV1257	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiales UF	Polyangiales UG
ASV1272	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiales UF	Polyangiales UG
ASV2545	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiales UF	Polyangiales UG
ASV2638	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiales UF	Polyangiales UG
ASV466	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiales UF	Polyangiales UG
ASV743	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiales UF	Polyangiales UG
ASV1044	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinaceae UG
ASV2291	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinaceae UG
ASV2351	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinaceae UG
ASV2556	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinaceae UG
ASV2790	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinaceae UG
ASV488	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinaceae UG
ASV630	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinaceae UG
ASV622	Bacteria	Myxococcota	Polyangiia	Polyangiia	Polyangiia	Polyangiia
ASV1523	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales	Absconditabacteriales UF	Absconditabacteriales UG
ASV1611	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales	Absconditabacteriales UF	Absconditabacteriales UG
ASV2434	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales	Absconditabacteriales UF	Absconditabacteriales UG
ASV2563	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales	Absconditabacteriales UF	Absconditabacteriales UG
ASV621	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales	Absconditabacteriales UF	Absconditabacteriales UG
ASV1148	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV1634	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV1968	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV2127	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV2132	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV2234	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV2287	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV243	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV2466	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV2513	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria UO	Gracilibacteria UF	Gracilibacteria UG
ASV2612	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria UO	Parcubacteria UF	Parcubacteria UG
ASV1892	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales UF	Saccharimonadales UG
ASV2480	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales UF	Saccharimonadales UG
ASV2115	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera
ASV2388	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera
ASV2531	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera
ASV594	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera
ASV652	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
ASV1469	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae UG
ASV1222	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV468	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
ASV2587	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV1254	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella
ASV1757	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella
ASV1847	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella
ASV1990	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella
ASV2106	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella
ASV2268	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella
ASV1398	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula
ASV940	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula
ASV1056	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV1098	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV1288	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV1687	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV2080	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV2118	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV2342	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV2530	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV2690	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV709	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV801	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
ASV185	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV2050	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV2577	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV2747	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV2756	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV2758	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV1362	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV1537	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV1706	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV1935	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV2043	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV2748	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV761	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae
ASV1009	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV1740	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV1987	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV2078	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV2474	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV2506	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV769	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV1750	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV1808	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV1943	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV1996	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV2257	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV2616	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV2754	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV376	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV554	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV642	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV1786	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesiaceae UG
ASV1437	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetales UF	Planctomycetales UG
ASV2819	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetales UF	Planctomycetales UG
ASV1110	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia
ASV1652	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia
ASV1744	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia
ASV2702	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia
ASV1129	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV154	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV2343	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae UG
ASV2408	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae UG
ASV2431	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae UG
ASV2432	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae UG
ASV2046	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneriaceae UG
ASV1728	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV1779	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV1856	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV1972	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV2179	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV2317	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV2520	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV909	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV1091	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV2163	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV2331	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV958	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV995	Bacteria	Planctomycetota	Planctomycetota UC	Planctomycetota UO	Planctomycetota UF	Planctomycetota UG
ASV1084	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1085	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1113	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1260	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1280	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1315	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1319	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV134	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1345	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1536	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1544	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV16	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1601	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1602	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV172	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1885	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1995	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2143	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2182	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2186	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2222	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2286	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2372	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV24	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2422	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV257	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2608	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2727	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2769	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV2781	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV320	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV459	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV527	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV571	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV591	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV773	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV776	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV939	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV970	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Alphaproteobacteria UF	Alphaproteobacteria UG
ASV1603	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Neomegalonemataceae	Acuticoccus
ASV223	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Neomegalonemataceae	Acuticoccus
ASV2583	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Neomegalonemataceae	Acuticoccus
ASV2590	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Neomegalonemataceae	Acuticoccus
ASV837	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria UO	Neomegalonemataceae	Acuticoccus
ASV2013	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV1226	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV1716	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV1741	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV1930	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV2001	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV2022	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV2209	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV235	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV2478	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV2744	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV512	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
ASV1127	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
ASV1230	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
ASV1299	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
ASV1432	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
ASV1767	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
ASV1908	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
ASV2214	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
ASV878	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
ASV1120	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV1271	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV1471	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV1560	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV2068	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV2083	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV2229	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV2308	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV2324	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV2414	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV2569	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV429	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV561	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV605	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV737	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV861	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV898	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV934	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae UG
ASV1925	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
ASV2564	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
ASV2598	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
ASV38	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
ASV1079	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas
ASV1490	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas
